Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
USA 241,USA,US Air Force,USA,Military,Earth Observation,Infrared Imaging,GEO,,,35770.0,35790.0,0.000237,6.45,1436.11,4500,,,2013-03-19,12,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2013-011A,39120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
USA 216,USA,Strategic Space Command/Space Surveillance Network,USA,Military,Space Observation,,LEO,Sun-Synchronous,0.0,631.0,634.0,0.000214,98.02,97.36,1031,,,2010-09-26,,Boeing/Ball Aerospace,USA,Vandenberg AFB,Minotaur 4,2010-048A,37168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
USA 181,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1017.0,1203.0,0.0124,63.4,107.4,"5,000+",,,2005-02-03,,Lockheed Martin,USA,Cape Canaveral,Atlas 3B,2005-004A,28537.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
USA 181,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1016.0,1203.0,0.0125,63.4,107.4,"5,000+",,,2005-02-03,,Lockheed Martin,USA,Cape Canaveral,Atlas 3B,2005-004B,28541.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
USA 194,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1015.0,1200.0,0.0124,63.4,107.4,"5,000+",,,2007-06-15,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2007-027A,31701.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USA 194,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1016.0,1201.0,0.0124,63.4,107.4,"5,000+",,,2007-06-15,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2007-027B,31708.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USA 229,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1019.0,1205.0,0.0124,63.4,107.5,,,,2011-04-15,,Lockheed Martin,USA,Vandenberg AFB,Atlas 5,2011-014A,37386.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
USA 229,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1014.0,1201.0,0.0125,63.4,107.4,"5,000+",,,2011-04-15,,Lockheed Martin,USA,Vandenberg AFB,Atlas 5,2011-014B,37391.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
USA 238,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1012.0,1203.0,0.0128,63.4,107.4,6500,,,2012-09-13,,National Reconnaissance Laboratory (NRL),USA,Vandenberg AFB,Atlas 5,2012-048A,38758.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USA 238,USA,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1012.0,1203.0,0.0128,63.4,107.4,6500,,,2012-09-13,,National Reconnaissance Laboratory (NRL),USA,Vandenberg AFB,Atlas 5,2012-048P,38773.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USA 264,NR,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1014.0,1099.0,0.00572,63.4,107.4,6500,,,2015-10-08,,National Reconnaissance Laboratory (NRL),USA,Vandenberg AFB,Atlas 5,2015-058A,40964.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
USA 264,NR,National Reconnaissance Office/US Navy,USA,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,1014.0,1099.0,0.00572,63.4,107.4,6500,,,2015-10-08,,National Reconnaissance Laboratory (NRL),USA,Vandenberg AFB,Atlas 5,2015-058R,40981.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SCD-1,Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Government,Earth Observation,Meteorology/Earth Science,LEO,Non-Polar Inclined,0.0,716.0,776.0,0.00422,25.0,99.7,110,,70,1993-02-09,3,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1993-009B,22491.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SCD-2,NR,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Government,Earth Observation,Meteorology/Earth Science,LEO,Non-Polar Inclined,,735.0,760.0,0.00176,25.0,99.8,110,,70,1998-10-23,3,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1998-060A,25504.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scisat-1,Canada,Canadian Space Agency,Canada,Government,Space Science,,LEO,Polar,0.0,638.0,649.0,0.000784,73.9,97.6,150,,80,2003-08-12,,Bristol Aerospace Ltd.,Canada,Vandenberg AFB,Pegasus XL,2003-036A,27858.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
S-Cube,NR,"Planetary Exploration Research Center (PERC) of the Chiba Institute of Technology, Tohoku University",Japan,Civil,Technology Development,,LEO,Non-Polar Inclined,,397.0,408.0,0.000812,51.64,92.61,4,,,2015-09-17,,Planetary Exploration Research Center (PERC) of the Chiba Institute of Technology and Tohoku University,Japan,International Space Station,Cubesat Deployer,1998-067GY,40898.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SDO,USA,National Aeronautics and Space Administration (NASA),USA,Government,Space Science,,GEO,,-102.0,35779.0,35791.0,0.000142,28.0,1436.03,3100,1650,1500,2010-02-11,5,Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2010-005A,36395.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
USA 179,USA,National Reconnaissance Office (NRO)/US Air Force,USA,Military,Communications,Data Relay,Elliptical,Molniya,0.0,500.0,39850.0,0.741,63.4,717.7,,,,2004-08-31,7-10,Hughes,USA,Cape Canaveral,Atlas 2AS,2004-034A,28384.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
USA 198,USA,National Reconnaissance Office (NRO)/US Air Force,USA,Military,Communications,Data Relay,Elliptical,Molniya,0.0,400.0,39966.0,0.745,60.0,718,,,,2007-12-10,7-10,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2007-060A,32378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
USA 227,USA,National Reconnaissance Office (NRO)/US Air Force,USA,Military,Communications,Data Relay,GEO,,-30.4,35770.0,35803.0,0.000391,4.92,14.36,,,,2011-03-02,,National Reconnaissance Laboratory,USA,Cape Canaveral,Delta 4,2011-011A,37377.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
USA 236,USA,National Reconnaissance Office (NRO)/US Air Force,USA,Military,Communications,Data Relay,GEO,,,35771.0,35805.0,0.000403,4.91,23.94,,,,2012-06-20,,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2012-033A,38466.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
USA 252,USA,National Reconnaissance Office (NRO)/US Air Force,USA,Military,Communications,Data Relay,GEO,,0.0,35500.0,35500.0,0.0,4.0,23,,,,2014-05-22,,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2014-027A,39751.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SDS-4,Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Government,Technology Development,,LEO,Sun-Synchronous,0.0,661.0,673.0,0.000853,98.2,98.1,50,48,120,2012-05-17,2,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-2A,2012-025C,38339.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SEEDS 2,Japan,Nihon University,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,607.0,627.0,0.00143,97.8,97,3,,,2008-04-28,,Nihon University,Japan,Satish Dhawan Space Center,PSLV C9,2008-021J,32791.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sentinel 1A,ESA,EUMETSAT,ESA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,691.0,693.0,0.000142,98.16,98.61,2300,2146,,2014-04-03,7,Thales Alenia Space Italia,Italy,Guiana Space Center,Soyuz,2014-016A,39634.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sentinel 1B,NR,EUMETSAT,ESA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,695.0,697.0,0.000142,98.1,98.7,2300,2146,,2016-04-25,7,Thales Alenia Space,France,Guiana Space Center,Soyuz 2.1a,2016-025A,41456.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sentinel 2A,NR,EUMETSAT,ESA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,787.0,788.0,6.99e-05,98.5,100.62,2300,2146,,2015-06-23,7,Airbus Defense and Space,France/UK/Germany,Guiana Space Center,Vega,2015-028A,40697.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sentinel 3A,NR,EUMETSAT,ESA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,802.0,804.0,0.000139,98.6,100.9,2300,2146,,2016-02-16,7,Thales Alenia Space,France,Plesetsk Cosmodrome,Rokot,2016-011A,41335.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
SES-1,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,-101.0,35781.0,35793.0,0.000142,0.05,1436.1,,2561,5000,2010-04-24,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2010-016A,36516.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SES-2,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,-87.0,35778.0,35798.0,0.000237,0.01,1436.19,3200,,5000,2011-09-21,15-18,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2011-049A,37809.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SES-3,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,-103.0,35850.0,35852.0,2.37e-05,0.05,1439.41,3112,,,2011-07-15,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2011-035A,37748.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SES-4,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,-22.0,35781.0,35792.0,0.00013,0.05,1436.1,,,20000,2012-02-14,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-007A,38087.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SES-5,United Kingdom,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,5.0,35783.0,35791.0,9.49e-05,0.13,1436.12,6007,,,2012-07-09,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-036A,38652.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SES-6,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,-40.5,35757.0,35816.0,0.0007,0.13,1436.09,6140,,,2013-06-03,15,EADS Astrium,France/UK/Germany,Baikonur Cosmodrome,Proton M,2013-026A,39172.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SES-7,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,108.02,35783.0,35790.0,8.3e-05,0.03,1436.1,4007,,,2009-05-16,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Breeze M,2009-027A,34941.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SES-8,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,95.0,35777.0,35795.0,0.000213,0.02,1436.07,3138,,,2013-12-03,15,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,2013-071A,39460.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SES-9,NR,SES World Skies (SES [Société Européenne des Satellites (SES)]),USA,Commercial,Communications,,GEO,,108.02,35787.0,35791.0,4.74e-05,0.05,1436.2,5271,2835,12700,2016-03-04,15,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9,2016-013A,41380.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Shijian 11 01,China,Chinese Academy of Space Technology (CAST),China,Government,Space Science,,LEO,Sun-Synchronous,0.0,686.0,703.0,0.0012,98.1,98.7,,,,2009-11-12,3,Chinese Academy of Space Technology (CAST)/ DFH Satellite,China,Jiuquan Satellite Launch Center,Long March 2C,2009-061A,36088.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Shijian 11 02,China,Chinese Academy of Space Technology (CAST),China,Government,Technology Development,,LEO,Sun-Synchronous,0.0,686.0,704.0,0.00127,98.2,98.7,,,,2011-07-29,,Chinese Academy of Space Technology (CAST/DFH Satellite,China,Jiuquan Satellite Launch Center,Long March 2C,2011-039A,37765.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
